,loss,accuracy,val_loss,val_accuracy
0,403.0643310546875,0.6183494925498962,24693.953125,0.48626968264579773
1,392.9544982910156,0.6310665011405945,731.4593505859375,0.5029090642929077
2,388.8298645019531,0.6371988654136658,243.1730499267578,0.5777477622032166
3,387.57763671875,0.6351061463356018,445.9306945800781,0.5659626722335815
4,380.3335876464844,0.6428101658821106,291.73876953125,0.5585083961486816
5,379.41888427734375,0.6454346776008606,209.6183319091797,0.5303305983543396
6,370.8175354003906,0.6572299003601074,224.75648498535156,0.6151720285415649
7,369.2078857421875,0.6584786176681519,213.90341186523438,0.5209453701972961
8,361.219482421875,0.6637853980064392,203.317626953125,0.6255151033401489
9,359.3432922363281,0.6785656809806824,207.26220703125,0.5813372135162354
10,357.5403137207031,0.673838198184967,216.63888549804688,0.6447982788085938
11,352.3865966796875,0.6730893850326538,246.28250122070312,0.5398881435394287
12,348.1763916015625,0.6847456097602844,225.77529907226562,0.5253153443336487
13,347.77557373046875,0.6800323128700256,217.25296020507812,0.5227743983268738
14,339.2657470703125,0.6877667903900146,280.72998046875,0.46994394063949585
15,337.5284118652344,0.6788524985313416,201.58966064453125,0.5956940650939941
16,332.796142578125,0.6747840642929077,214.70843505859375,0.5995894074440002
17,325.60076904296875,0.6821756958961487,203.3203582763672,0.4928878843784332
18,320.9838562011719,0.6771146059036255,173.53163146972656,0.6170067191123962
19,319.2156677246094,0.681837260723114,210.9220733642578,0.6915808320045471
20,307.43255615234375,0.6821450591087341,167.10400390625,0.6962224841117859
21,301.43206787109375,0.6789209842681885,190.31283569335938,0.5753321647644043
22,300.84130859375,0.6769722700119019,174.2788848876953,0.5996432304382324
23,290.3248291015625,0.6771066784858704,169.2834930419922,0.5948116779327393
24,287.1639709472656,0.680261492729187,198.7794189453125,0.6385862827301025
25,281.6171569824219,0.6725472211837769,178.45884704589844,0.642212986946106
26,263.4473571777344,0.6752397418022156,194.48995971679688,0.6493040323257446
27,257.646484375,0.6895830631256104,181.196533203125,0.618619441986084
28,248.27149963378906,0.687457263469696,157.19015502929688,0.625166654586792
29,239.1300506591797,0.6832285523414612,161.97998046875,0.6454353332519531
30,233.33883666992188,0.6856893301010132,175.8087921142578,0.637580931186676
31,221.61460876464844,0.6918338537216187,171.3502960205078,0.6359279751777649
32,219.48301696777344,0.6918479800224304,144.01368713378906,0.5905852913856506
33,202.24627685546875,0.6960567831993103,153.65269470214844,0.6699643731117249
34,190.1849365234375,0.6922034025192261,148.78587341308594,0.674865186214447
35,171.3182373046875,0.7037845849990845,146.3905029296875,0.6001455783843994
36,160.64268493652344,0.7112837433815002,151.8829345703125,0.6401504278182983
37,151.03224182128906,0.710458517074585,139.51312255859375,0.6729187965393066
38,142.83840942382812,0.7080703377723694,136.6638946533203,0.6786263585090637
39,131.8916473388672,0.707501232624054,136.92105102539062,0.604030430316925
40,119.07034301757812,0.7144984006881714,128.5391845703125,0.6782647967338562
41,114.79121398925781,0.7169529795646667,125.80999755859375,0.6470715999603271
42,106.49628448486328,0.7194510698318481,134.24893188476562,0.6487271189689636
43,99.52962493896484,0.717971920967102,113.85787200927734,0.6479254364967346
44,95.07428741455078,0.7246456146240234,128.21591186523438,0.6569833159446716
